applicant_id,age,gender,married,dependents,education,self_employed,employment_status,years_employed,applicant_income,coapplicant_income,loan_amount,loan_term,credit_score,existing_loans,debt_to_income_ratio,previous_repayment_history,property_area,property_asset_value,bank_account_years,avg_bank_balance,loan_status
APP101459,33,Male,Yes,0,Graduate,No,Unemployed,0.0,8120.0,1500.0,17.9,360,704.0,1,0.117,1,Rural,13400.0,1.0,4130.0,Rejected
APP103323,32,Male,No,1,Not Graduate,No,Self-Employed,0.5,4860.0,0.0,21.1,84,596.0,2,0.219,1,Rural,7500.0,5.2,1620.0,Rejected
APP102860,46,Female,Yes,3+,Graduate,No,Salaried,4.2,1550.0,6600.0,16.2,180,556.0,0,0.227,0,Semiurban,18100.0,2.4,5630.0,Rejected
APP102759,42,Male,Yes,0,Graduate,No,Self-Employed,4.7,3600.0,0.0,10.6,240,659.0,1,0.105,1,Rural,53700.0,10.7,3220.0,Approved
APP104838,33,Male,Yes,1,Graduate,No,Salaried,4.2,8530.0,1500.0,26.4,12,528.0,2,0.218,1,Rural,22700.0,2.4,22340.0,Rejected
APP101587,33,Female,Yes,0,Graduate,No,Salaried,2.8,5140.0,1910.0,18.4,180,561.0,3,0.227,1,Urban,63700.0,0.4,6250.0,Rejected
APP103732,27,Female,Yes,2,Graduate,No,Salaried,9.7,2510.0,400.0,10.0,180,670.0,0,0.205,1,Urban,155400.0,2.4,690.0,Approved
APP101731,40,Male,Yes,2,Graduate,No,Salaried,1.8,3390.0,0.0,10.0,36,729.0,0,0.278,1,Semiurban,184300.0,3.4,3310.0,Approved
APP104813,21,Male,Yes,0,Not Graduate,Yes,Salaried,1.9,5370.0,0.0,14.6,360,629.0,1,0.318,1,Semiurban,148500.0,4.8,2420.0,Rejected
APP103786,34,Female,Yes,0,Not Graduate,No,Self-Employed,6.4,5220.0,1600.0,24.2,84,,0,0.443,1,Urban,24500.0,8.4,1420.0,Rejected
APP103754,54,Male,Yes,1,Graduate,Yes,Salaried,0.2,3190.0,0.0,15.2,84,586.0,0,0.364,1,Rural,84000.0,1.8,4510.0,Approved
APP101791,62,Male,Yes,0,Graduate,No,Self-Employed,1.0,1200.0,0.0,10.0,60,581.0,1,0.303,1,Rural,67100.0,2.8,3060.0,Rejected
APP102355,21,Female,Yes,0,Not Graduate,No,Salaried,0.8,2450.0,2700.0,10.0,120,620.0,1,0.372,1,Semiurban,10100.0,9.8,13450.0,Rejected
APP101940,34,Female,Yes,1,Graduate,No,Salaried,0.1,3010.0,0.0,17.6,84,379.0,1,0.518,1,Urban,,1.4,8360.0,Rejected
APP100702,44,Male,Yes,0,Graduate,Yes,Salaried,4.1,3560.0,0.0,15.4,120,,2,0.361,1,Semiurban,24200.0,7.2,1760.0,Rejected
APP102442,54,Female,Yes,1,Graduate,No,Salaried,0.5,4600.0,0.0,26.9,360,614.0,0,0.184,1,Urban,53400.0,11.4,6110.0,Rejected
APP104460,57,Male,No,1,Graduate,No,Salaried,0.6,2010.0,0.0,10.0,36,822.0,0,0.082,1,Rural,17000.0,6.0,5370.0,Approved
APP100496,30,Female,Yes,2,Graduate,No,Salaried,5.0,4270.0,0.0,13.5,180,640.0,0,0.754,1,Urban,42900.0,8.8,12780.0,Rejected
APP100464,26,Female,Yes,0,Graduate,Yes,Salaried,4.3,3180.0,1240.0,14.5,240,621.0,0,0.191,1,Urban,54500.0,2.1,5060.0,Approved
APP103101,36,Female,Yes,1,Graduate,Yes,Self-Employed,1.7,3650.0,910.0,10.0,120,657.0,0,0.579,1,Semiurban,69100.0,23.0,12900.0,Approved
APP104377,35,Female,Yes,1,Graduate,Yes,Unemployed,0.0,5550.0,1920.0,13.8,240,533.0,0,0.283,1,Semiurban,29300.0,1.3,3910.0,Rejected
APP100172,39,Male,No,1,Graduate,No,Self-Employed,13.3,2830.0,1760.0,11.1,180,746.0,0,0.225,1,Semiurban,12600.0,5.1,2280.0,Approved
APP104456,34,Male,Yes,2,Graduate,No,Business Owner,3.5,12730.0,660.0,33.5,84,607.0,0,0.383,1,Semiurban,45500.0,1.4,6590.0,Approved
APP104845,29,Male,Yes,0,Graduate,No,Self-Employed,28.5,1360.0,1380.0,10.0,360,602.0,0,0.156,1,Semiurban,90200.0,3.8,13440.0,Approved
APP102540,43,Female,Yes,0,Graduate,No,Salaried,7.6,10320.0,3040.0,51.5,120,627.0,1,0.276,1,Rural,32700.0,2.3,3630.0,Rejected
APP104809,49,Male,Yes,0,Graduate,No,Salaried,3.7,11680.0,0.0,30.7,36,754.0,1,0.462,0,Rural,14500.0,32.0,3380.0,Rejected
APP103010,26,Female,Yes,0,Graduate,No,Salaried,9.6,7080.0,0.0,17.6,360,621.0,0,0.241,1,Urban,35800.0,3.3,10950.0,Approved
APP102260,56,Female,Yes,0,Not Graduate,No,Salaried,2.4,3320.0,1040.0,10.0,36,635.0,0,0.236,1,Semiurban,14600.0,1.7,870.0,Rejected
APP102112,57,Male,No,0,Graduate,No,Self-Employed,3.1,4460.0,9030.0,50.4,36,807.0,1,0.149,1,Urban,21300.0,6.3,8860.0,Approved
APP100900,40,Male,Yes,0,Graduate,No,Salaried,1.3,6710.0,1450.0,38.9,36,,0,0.334,1,Semiurban,42900.0,11.4,6290.0,Approved
APP101446,37,Male,No,0,Not Graduate,No,Salaried,3.1,3400.0,2940.0,13.4,60,501.0,0,0.302,1,Rural,12600.0,6.6,2540.0,Rejected
APP104950,45,Female,No,0,Graduate,Yes,Salaried,2.3,4620.0,2040.0,27.3,36,621.0,1,0.273,1,Semiurban,43100.0,5.5,4650.0,Rejected
APP100741,38,Male,No,3+,Graduate,No,Self-Employed,3.9,2510.0,0.0,12.1,360,607.0,0,0.338,1,Urban,62200.0,1.3,1920.0,Rejected
APP102293,47,Male,Yes,0,Graduate,Yes,Self-Employed,1.2,6120.0,0.0,16.4,360,518.0,1,0.192,1,Semiurban,33300.0,1.7,6080.0,Rejected
APP102452,21,Female,No,0,Not Graduate,No,Self-Employed,9.0,4870.0,2160.0,32.6,180,546.0,0,0.464,1,Semiurban,19900.0,1.1,6210.0,Rejected
APP102805,32,Female,Yes,0,Graduate,No,Unemployed,0.0,3780.0,820.0,10.0,36,713.0,0,0.16,1,Semiurban,38900.0,1.6,9440.0,Approved
APP104128,32,Male,No,0,Not Graduate,No,Salaried,3.1,3660.0,0.0,17.7,60,652.0,0,0.046,1,Rural,15100.0,7.4,3320.0,Rejected
APP101206,27,Female,Yes,0,Graduate,No,Salaried,0.0,8490.0,1790.0,51.8,180,883.0,2,0.21,1,Semiurban,47800.0,3.3,1140.0,Approved
APP100509,31,Male,No,0,Graduate,No,Salaried,4.0,4240.0,850.0,16.7,180,583.0,2,0.187,1,Semiurban,112800.0,1.0,6020.0,Approved
APP104196,41,Male,Yes,2,Graduate,No,Salaried,3.2,3950.0,0.0,10.0,120,575.0,1,0.231,1,Semiurban,64200.0,0.8,5580.0,Approved
APP102672,41,Male,Yes,0,Graduate,No,Salaried,1.1,1600.0,0.0,10.0,180,,1,0.056,1,Semiurban,30000.0,16.6,13160.0,Rejected
APP102859,26,Female,Yes,0,Graduate,No,Business Owner,3.8,4360.0,3100.0,25.2,84,628.0,1,0.465,1,Urban,41100.0,0.8,2070.0,Rejected
APP103400,51,Female,Yes,0,Graduate,No,Salaried,7.8,6130.0,2580.0,23.6,240,660.0,1,0.128,0,Semiurban,84900.0,19.0,8610.0,Approved
APP101549,42,Male,No,0,Graduate,No,Unemployed,0.0,4350.0,0.0,17.8,84,432.0,0,0.52,1,Rural,14100.0,6.4,4530.0,Rejected
APP103333,42,Female,Yes,0,Graduate,No,Self-Employed,7.9,1580.0,2980.0,17.3,180,754.0,2,0.281,1,Rural,62500.0,7.0,2630.0,Approved
APP102202,22,Female,Yes,0,Not Graduate,Yes,Self-Employed,1.1,2990.0,3600.0,24.2,84,555.0,1,0.547,1,Urban,,20.2,24920.0,Rejected
APP102566,58,Male,Yes,0,Graduate,Yes,Self-Employed,0.2,2760.0,1700.0,22.1,60,496.0,1,0.206,1,Semiurban,38700.0,5.4,5690.0,Rejected
APP102732,40,Female,Yes,0,Graduate,No,Salaried,3.7,6940.0,0.0,39.2,12,588.0,1,0.097,1,Urban,10800.0,4.3,5510.0,Rejected
APP102044,40,Female,Yes,2,Not Graduate,No,Salaried,7.4,1440.0,0.0,10.0,84,629.0,0,0.348,0,Semiurban,25300.0,4.1,23900.0,Rejected
APP100767,42,Female,Yes,0,Graduate,No,Salaried,0.9,2600.0,4300.0,23.4,120,619.0,0,0.229,1,Urban,41600.0,4.6,4260.0,Approved
APP104922,24,Female,Yes,1,Graduate,No,Salaried,13.0,10150.0,2660.0,36.7,120,544.0,0,0.134,1,Semiurban,72000.0,19.4,2790.0,Approved
APP103811,27,Female,No,2,Graduate,No,Salaried,1.7,9160.0,0.0,38.7,240,692.0,1,0.105,1,Urban,105200.0,0.7,15130.0,Approved
APP100421,41,Male,Yes,0,Graduate,No,Business Owner,0.9,5890.0,2830.0,42.5,180,671.0,0,0.249,1,Semiurban,26300.0,5.9,24560.0,Approved
APP100123,39,Female,Yes,1,Graduate,No,Business Owner,0.6,11030.0,3960.0,54.8,120,480.0,0,0.127,0,Rural,36700.0,8.6,7950.0,Rejected
APP104204,28,Male,No,0,Not Graduate,Yes,Salaried,4.3,3350.0,0.0,19.5,120,504.0,3,0.409,1,Rural,43600.0,1.4,3500.0,Rejected
APP102680,34,Female,No,1,Not Graduate,,Self-Employed,9.0,2080.0,0.0,10.0,12,726.0,2,0.241,0,Urban,58400.0,5.7,3390.0,Approved
APP100819,47,Female,Yes,2,Graduate,No,Salaried,18.4,10290.0,4740.0,58.7,84,531.0,1,0.421,1,Semiurban,80200.0,15.4,1980.0,Rejected
APP101403,59,Male,Yes,,Graduate,No,Business Owner,8.5,5020.0,3100.0,43.3,360,659.0,1,0.319,1,Semiurban,35400.0,3.9,11250.0,Approved
APP101382,30,Female,Yes,0,Graduate,No,Unemployed,0.0,2230.0,940.0,10.0,60,515.0,1,0.243,1,Urban,33400.0,2.3,860.0,Rejected
APP102148,47,Male,Yes,0,Not Graduate,No,Salaried,16.3,6950.0,1460.0,42.3,84,500.0,0,0.249,1,Rural,,7.3,3890.0,Approved
APP101575,50,Male,Yes,0,Graduate,No,Salaried,2.2,4170.0,0.0,18.4,180,799.0,1,0.351,1,Rural,126600.0,9.5,3830.0,Approved
APP101638,26,Male,No,2,Graduate,No,Business Owner,0.7,3190.0,1530.0,12.0,240,657.0,2,0.334,1,Semiurban,45500.0,10.6,6870.0,Rejected
APP101795,40,Male,No,0,Graduate,No,Salaried,5.6,8900.0,0.0,53.3,84,612.0,0,0.269,1,Rural,95000.0,10.4,2340.0,Approved
APP104864,25,Female,Yes,,Not Graduate,Yes,Salaried,8.3,5840.0,0.0,18.9,84,667.0,1,0.423,1,Rural,56200.0,2.3,1360.0,Rejected
APP100399,52,Male,No,0,Graduate,Yes,Unemployed,0.0,4120.0,910.0,18.9,84,,1,0.163,1,Semiurban,15500.0,0.4,17730.0,Rejected
APP102310,40,Female,No,,Not Graduate,No,Salaried,13.3,2910.0,0.0,13.5,180,645.0,1,0.171,1,Semiurban,26100.0,2.1,950.0,Approved
APP100882,34,Male,No,2,Not Graduate,No,Salaried,2.7,2250.0,0.0,11.5,120,702.0,1,0.408,1,Urban,28500.0,2.2,7080.0,Rejected
APP100112,38,Female,Yes,0,Graduate,No,Salaried,2.0,5500.0,0.0,29.5,120,626.0,1,0.079,1,Semiurban,76700.0,3.6,9220.0,Approved
APP104626,32,Female,No,1,Not Graduate,No,Salaried,7.5,4090.0,0.0,14.0,180,602.0,0,0.167,1,Rural,34300.0,2.9,2560.0,Rejected
APP101352,30,Male,Yes,1,Graduate,No,Unemployed,0.0,5560.0,0.0,31.0,12,592.0,0,0.181,1,Urban,69800.0,14.2,1460.0,Rejected
APP104346,30,Female,Yes,1,Not Graduate,No,Business Owner,4.5,2550.0,0.0,10.0,240,626.0,0,0.336,1,Semiurban,26000.0,1.1,810.0,Rejected
APP104595,34,Female,No,1,Not Graduate,No,Salaried,0.4,6990.0,0.0,37.5,36,565.0,0,0.297,1,Semiurban,34200.0,2.0,3570.0,Rejected
APP102130,30,Female,Yes,3+,Graduate,No,Business Owner,4.5,3540.0,940.0,19.0,240,,1,0.258,1,Rural,22500.0,12.5,6990.0,Approved
APP100982,27,Female,Yes,2,Not Graduate,No,Salaried,6.7,3240.0,1790.0,21.1,240,634.0,1,0.391,1,Rural,20100.0,15.8,4100.0,Approved
APP100456,50,Female,Yes,3+,Not Graduate,Yes,Salaried,1.4,1200.0,0.0,10.0,180,831.0,0,0.106,1,Rural,15900.0,1.3,41180.0,Approved
APP103601,28,Male,Yes,1,Graduate,Yes,Salaried,7.2,2850.0,2280.0,21.2,240,695.0,0,0.117,1,Semiurban,60500.0,5.9,6400.0,Approved
APP101079,42,Male,No,0,Graduate,No,Salaried,6.0,4650.0,2450.0,26.9,12,641.0,1,0.485,1,Urban,57200.0,16.4,4730.0,Rejected
APP101950,38,Female,No,0,Not Graduate,No,Self-Employed,3.3,5760.0,740.0,26.1,120,549.0,0,0.111,1,Rural,33300.0,8.4,1710.0,Rejected
APP104358,33,Female,Yes,3+,Graduate,No,Unemployed,0.0,2540.0,1300.0,15.7,84,688.0,1,0.199,1,Semiurban,13200.0,0.6,2590.0,Rejected
APP100689,34,Female,No,0,Graduate,No,Salaried,3.6,2640.0,2580.0,23.0,360,585.0,1,0.502,1,Rural,45000.0,3.0,13410.0,Rejected
APP102429,25,Male,Yes,2,Not Graduate,No,Unemployed,0.0,4990.0,6420.0,32.2,120,742.0,0,0.225,1,Semiurban,15600.0,15.5,2830.0,Rejected
APP100641,58,Male,No,,Not Graduate,No,Self-Employed,10.3,6820.0,0.0,27.8,36,618.0,2,0.24,1,Semiurban,26700.0,5.4,25080.0,Rejected
APP102392,25,Male,No,1,Graduate,No,Salaried,2.8,4150.0,1750.0,10.0,120,685.0,0,0.247,1,Urban,91400.0,8.1,8290.0,Approved
APP101953,37,Female,No,0,Not Graduate,No,Self-Employed,15.0,5280.0,0.0,19.7,36,573.0,2,0.086,1,Urban,43400.0,1.0,6490.0,Approved
APP102803,25,Female,Yes,3+,Graduate,No,Business Owner,1.0,4460.0,1460.0,29.6,60,719.0,1,0.465,1,Semiurban,49300.0,1.6,700.0,Rejected
APP103298,29,Female,Yes,0,Graduate,Yes,Salaried,8.7,9680.0,1220.0,57.2,60,647.0,2,0.08,1,Rural,50700.0,1.1,3700.0,Approved
APP103503,57,Male,Yes,0,Not Graduate,No,Salaried,12.8,1280.0,1820.0,17.6,240,602.0,2,0.317,1,Semiurban,61600.0,8.3,6460.0,Rejected
APP102710,39,Female,No,1,Not Graduate,No,Self-Employed,3.5,5820.0,2850.0,16.2,240,579.0,1,0.137,1,Rural,128200.0,8.8,15020.0,Approved
APP103404,44,Male,Yes,0,Not Graduate,No,Self-Employed,6.5,1250.0,0.0,10.0,84,712.0,2,0.192,1,Rural,24900.0,6.7,27670.0,Approved
APP104815,28,Male,Yes,0,Graduate,Yes,Business Owner,4.2,4280.0,0.0,20.3,120,598.0,4,0.472,1,Rural,102500.0,0.3,4800.0,Rejected
APP102990,37,Male,Yes,0,Not Graduate,No,Salaried,5.7,5350.0,0.0,15.5,120,633.0,0,0.406,0,Semiurban,28800.0,3.6,8570.0,Rejected
APP101884,24,Male,Yes,0,Graduate,No,Self-Employed,10.1,6270.0,1130.0,38.7,180,676.0,1,0.356,1,Urban,38900.0,7.0,22220.0,Approved
APP100389,32,Male,Yes,0,Not Graduate,No,Self-Employed,0.6,3650.0,0.0,21.8,360,534.0,0,0.393,1,Rural,93100.0,6.1,1010.0,Rejected
APP102494,28,Male,Yes,3+,Not Graduate,No,Self-Employed,0.5,5360.0,2420.0,27.7,36,436.0,2,0.129,1,Semiurban,54200.0,6.3,8810.0,Rejected
APP103181,44,Male,No,0,Graduate,No,Unemployed,0.0,5390.0,0.0,13.9,60,656.0,1,0.417,0,Urban,77600.0,5.4,6630.0,Rejected
APP104727,53,Male,Yes,2,Graduate,No,Self-Employed,2.6,5160.0,2000.0,33.8,360,663.0,0,0.725,0,Semiurban,36600.0,3.7,6650.0,Rejected
APP100845,56,Male,No,1,Not Graduate,,Self-Employed,3.2,3960.0,1440.0,14.0,360,639.0,0,0.396,0,Urban,72000.0,0.7,8270.0,Rejected
APP100542,21,Male,Yes,2,Not Graduate,No,Salaried,1.2,4700.0,1450.0,22.1,84,782.0,2,0.146,1,Urban,16300.0,4.4,12800.0,Approved
APP100091,24,Female,Yes,1,Not Graduate,No,Salaried,4.8,3870.0,0.0,10.3,84,692.0,0,0.285,1,Urban,9200.0,20.3,3000.0,Rejected
APP103966,50,Female,Yes,0,Graduate,,Salaried,1.7,5110.0,0.0,27.0,360,708.0,3,0.275,0,Urban,35400.0,27.9,3760.0,Rejected
APP101979,54,Female,No,0,Graduate,No,Unemployed,0.0,3700.0,740.0,20.4,60,822.0,0,0.289,1,Semiurban,28800.0,3.3,6660.0,Rejected
APP104807,44,Female,Yes,0,Graduate,Yes,Business Owner,10.1,7980.0,770.0,20.2,84,573.0,1,0.475,1,Urban,37900.0,2.4,3950.0,Rejected
APP104726,25,Female,Yes,0,Not Graduate,No,Self-Employed,0.2,2790.0,3780.0,34.8,360,597.0,0,0.321,1,Urban,67400.0,19.6,28090.0,Rejected
APP103252,32,Male,Yes,0,Graduate,No,Self-Employed,2.4,2640.0,720.0,,240,,3,0.224,1,Urban,,3.4,18540.0,Approved
APP102529,38,Male,Yes,0,Not Graduate,,Salaried,3.6,4780.0,0.0,19.6,180,733.0,0,0.287,1,Rural,7300.0,11.0,5150.0,Approved
APP101676,27,Female,Yes,2,Not Graduate,No,Salaried,3.2,3800.0,0.0,17.6,36,716.0,0,0.445,1,Urban,88200.0,11.2,780.0,Approved
APP101048,42,Female,Yes,0,Not Graduate,No,Salaried,2.4,4160.0,0.0,23.4,360,741.0,0,0.091,0,Semiurban,20900.0,3.7,2970.0,Approved
APP101960,42,Female,Yes,0,Graduate,No,Self-Employed,0.4,7500.0,2700.0,32.5,360,678.0,0,0.207,1,Semiurban,53500.0,0.5,13980.0,Approved
APP102530,35,Female,Yes,2,Not Graduate,Yes,Self-Employed,6.3,10090.0,1730.0,65.9,60,776.0,2,0.284,1,Semiurban,80800.0,0.7,6990.0,Approved
APP104688,21,Male,No,2,Not Graduate,,Salaried,0.7,3020.0,0.0,10.5,360,693.0,0,0.244,1,Semiurban,14800.0,22.9,4920.0,Approved
APP100237,41,Female,Yes,3+,Not Graduate,Yes,Business Owner,15.1,1470.0,0.0,10.0,12,614.0,0,0.169,1,Urban,52700.0,7.1,8590.0,Approved
APP103026,21,Male,Yes,0,Graduate,No,Business Owner,1.0,5930.0,7280.0,25.7,240,659.0,0,0.109,1,Semiurban,29100.0,34.3,11980.0,Approved
APP103558,43,Male,No,0,Not Graduate,No,Salaried,7.1,4300.0,700.0,10.0,36,735.0,0,0.224,1,Rural,48400.0,2.1,12490.0,Rejected
APP101133,48,Male,No,1,Not Graduate,No,Salaried,1.0,6830.0,0.0,18.7,360,592.0,0,0.349,1,Semiurban,40300.0,18.2,11630.0,Approved
APP101805,54,Female,No,1,Not Graduate,No,Salaried,0.7,6160.0,860.0,27.8,12,476.0,1,0.245,1,Urban,91500.0,7.4,3970.0,Rejected
APP104477,43,Male,No,1,Graduate,No,Self-Employed,11.5,5840.0,0.0,17.5,12,646.0,0,0.39,1,Urban,205900.0,0.4,8850.0,Approved
APP100163,35,Male,Yes,2,Graduate,No,Self-Employed,3.0,8170.0,2720.0,17.2,240,555.0,0,0.27,1,Urban,20100.0,13.7,1780.0,Rejected
APP103861,35,Male,No,0,Graduate,No,Self-Employed,0.2,6990.0,1320.0,33.6,240,647.0,0,0.219,1,Semiurban,19800.0,2.3,31410.0,Approved
APP104757,51,Male,No,0,Not Graduate,No,Self-Employed,1.6,3090.0,0.0,10.0,120,604.0,3,0.36,1,Urban,23000.0,1.5,3610.0,Rejected
APP103411,25,Female,Yes,0,Graduate,No,Unemployed,0.0,2680.0,0.0,14.6,84,630.0,0,0.43,1,Semiurban,10700.0,2.2,1660.0,Rejected
APP104714,41,Male,No,1,Graduate,Yes,Salaried,1.6,5250.0,1260.0,13.7,180,684.0,2,0.368,1,Semiurban,86300.0,8.4,3670.0,Approved
APP103265,21,Female,Yes,0,Graduate,No,Salaried,0.3,2260.0,0.0,10.5,12,776.0,0,0.241,1,Semiurban,30700.0,5.1,10310.0,Approved
APP103707,61,Male,Yes,0,Not Graduate,,Salaried,11.5,3090.0,0.0,16.8,240,572.0,2,0.24,0,Semiurban,83900.0,5.1,5340.0,Rejected
APP104016,21,Female,Yes,2,Graduate,No,Business Owner,4.5,9330.0,1320.0,20.3,120,686.0,2,0.483,0,Semiurban,9200.0,0.8,5200.0,Rejected
APP101811,34,Female,Yes,0,Graduate,No,Salaried,5.3,8560.0,0.0,,60,626.0,0,0.209,1,Semiurban,42700.0,2.1,21480.0,Approved
APP103173,30,Female,Yes,0,Not Graduate,No,Salaried,0.7,6080.0,4660.0,32.3,60,779.0,1,0.158,1,Semiurban,68600.0,1.5,12600.0,Approved
APP103213,25,Male,Yes,0,Graduate,No,Salaried,20.6,1300.0,1030.0,10.0,240,687.0,0,0.163,1,Urban,75800.0,5.4,760.0,Approved
APP101428,37,Male,Yes,3+,Not Graduate,No,Business Owner,7.0,1900.0,0.0,10.0,84,848.0,2,0.324,1,Semiurban,29700.0,1.8,36710.0,Approved
APP103686,35,Male,Yes,3+,Graduate,No,Unemployed,0.0,13610.0,0.0,43.2,12,631.0,2,0.202,0,Urban,62800.0,5.2,9460.0,Rejected
APP102856,41,Female,Yes,0,Not Graduate,No,Business Owner,0.8,1770.0,1200.0,16.6,84,515.0,0,0.581,1,Semiurban,43500.0,10.4,14070.0,Rejected
APP103464,30,Female,No,0,Not Graduate,No,Unemployed,0.0,2660.0,1600.0,18.4,60,633.0,0,0.068,1,Urban,92200.0,2.8,10220.0,Rejected
APP104505,22,Male,No,3+,Graduate,No,Salaried,3.4,4000.0,2390.0,26.3,84,593.0,0,0.523,1,Semiurban,109400.0,2.0,13490.0,Approved
APP104696,31,Female,Yes,3+,Graduate,No,Business Owner,5.8,2030.0,1720.0,13.7,180,617.0,2,0.495,1,Urban,94300.0,7.4,13060.0,Approved
APP102877,39,Female,Yes,0,Graduate,No,Salaried,7.0,3980.0,0.0,10.0,240,686.0,2,0.301,1,Rural,45400.0,0.9,4700.0,Rejected
APP101452,46,Male,Yes,1,Not Graduate,No,Salaried,3.1,7010.0,0.0,23.8,36,,3,0.317,1,Urban,82000.0,1.3,7240.0,Rejected
APP100593,44,Male,Yes,3+,Graduate,Yes,Salaried,1.4,5780.0,3270.0,39.7,12,516.0,1,0.309,0,Semiurban,22800.0,0.6,18550.0,Rejected
APP102725,25,Female,Yes,0,Not Graduate,No,Salaried,11.7,3720.0,0.0,20.9,36,743.0,0,0.063,0,Semiurban,36000.0,2.7,5520.0,Approved
APP100041,54,Female,Yes,0,Not Graduate,Yes,Salaried,1.6,2690.0,0.0,10.0,360,678.0,1,0.363,1,Urban,41400.0,0.3,3640.0,Rejected
APP100560,29,Male,Yes,3+,Graduate,No,Salaried,3.8,4550.0,0.0,27.2,180,532.0,0,0.08,1,Urban,34000.0,0.3,4200.0,Approved
APP102995,38,Male,Yes,0,Graduate,No,Self-Employed,0.8,11330.0,0.0,28.9,60,493.0,1,0.197,0,Semiurban,38400.0,20.3,4960.0,Rejected
APP103103,34,Male,No,2,Not Graduate,No,Salaried,12.7,3210.0,0.0,10.9,60,483.0,0,0.382,1,Urban,20500.0,1.0,17270.0,Rejected
APP100243,28,Female,Yes,1,Graduate,No,Salaried,7.1,3380.0,1560.0,11.0,84,664.0,1,0.353,1,Urban,,7.2,1280.0,Approved
APP101339,28,Male,Yes,0,Graduate,No,Salaried,0.1,6920.0,0.0,40.2,240,546.0,2,0.248,1,Semiurban,37300.0,5.1,2580.0,Rejected
APP102836,49,Male,No,3+,Not Graduate,No,Salaried,5.8,2780.0,2530.0,16.5,120,654.0,0,0.378,1,Rural,68500.0,10.3,16160.0,Approved
APP103021,36,Female,Yes,0,Not Graduate,No,Salaried,6.5,2500.0,4710.0,31.2,12,581.0,1,0.303,1,Semiurban,40800.0,14.9,11090.0,Rejected
APP103872,28,Female,No,3+,Graduate,Yes,Salaried,1.7,7810.0,6980.0,59.6,360,506.0,0,0.103,1,Rural,126200.0,4.3,1220.0,Rejected
APP101442,42,Male,Yes,0,Graduate,No,Salaried,3.7,12960.0,1740.0,40.4,84,628.0,0,0.35,1,Rural,26600.0,8.5,4040.0,Rejected
APP100261,57,Female,No,0,Not Graduate,No,Self-Employed,9.3,1800.0,2420.0,14.3,360,712.0,0,0.218,1,Urban,36100.0,19.3,4150.0,Approved
APP102819,28,Male,Yes,0,Not Graduate,No,Salaried,0.1,4830.0,6770.0,22.4,12,581.0,0,0.112,1,Urban,28700.0,0.0,4310.0,Approved
APP101689,36,Female,No,,Graduate,No,Salaried,3.5,5210.0,2780.0,12.3,60,,0,0.161,0,Semiurban,59700.0,5.7,8200.0,Rejected
APP101725,39,Male,Yes,0,Graduate,No,Unemployed,0.0,7490.0,1700.0,54.3,36,582.0,1,0.188,1,Urban,60300.0,19.1,3790.0,Rejected
APP101203,31,Female,Yes,0,Not Graduate,No,Salaried,4.8,4600.0,4170.0,15.0,84,,1,0.069,1,Urban,12600.0,38.1,5170.0,Rejected
APP100834,36,Male,Yes,0,Not Graduate,No,Salaried,21.9,4650.0,6930.0,34.6,12,704.0,0,0.099,1,Semiurban,26900.0,5.9,1290.0,Approved
APP101866,30,Male,Yes,2,Not Graduate,No,Unemployed,0.0,6280.0,0.0,26.5,180,597.0,0,0.426,1,Semiurban,74600.0,2.9,1100.0,Rejected
APP102496,35,Female,Yes,0,Graduate,No,Salaried,3.5,3250.0,2980.0,10.0,60,632.0,1,0.236,0,Urban,32200.0,5.4,2600.0,Rejected
APP102010,31,Male,No,0,Graduate,Yes,Salaried,7.7,8120.0,0.0,46.3,36,,0,0.09,1,Semiurban,35500.0,10.4,41770.0,Rejected
APP100340,43,Male,No,0,Graduate,No,Salaried,10.4,2490.0,2050.0,10.0,240,648.0,0,0.013,1,Rural,100200.0,20.2,8960.0,Approved
APP103049,33,Male,Yes,0,Graduate,No,Salaried,11.7,4620.0,2650.0,29.7,36,822.0,2,0.089,1,Rural,38900.0,0.1,4770.0,Approved
APP101601,57,Male,Yes,0,Graduate,Yes,Salaried,1.9,4250.0,1790.0,33.2,36,535.0,2,0.587,1,Semiurban,30700.0,5.5,9850.0,Rejected
APP103064,23,Female,Yes,0,Graduate,No,Salaried,4.9,3900.0,0.0,11.5,84,507.0,2,0.427,0,Rural,72300.0,1.2,3530.0,Rejected
APP104741,42,Female,Yes,0,Graduate,No,Salaried,6.9,2880.0,1090.0,18.9,84,701.0,2,0.514,1,Semiurban,22900.0,1.5,2030.0,Rejected
APP100480,56,Male,No,0,Graduate,Yes,Salaried,5.3,3510.0,0.0,18.6,360,837.0,1,0.61,1,Semiurban,25500.0,2.7,2120.0,Rejected
APP102882,52,Male,Yes,0,Graduate,No,Salaried,3.4,7900.0,1800.0,,12,749.0,2,0.344,0,Urban,124500.0,3.7,1230.0,Approved
APP103605,30,Male,No,0,Graduate,No,Business Owner,2.9,1720.0,0.0,10.0,84,681.0,1,0.134,1,Semiurban,77100.0,6.6,4940.0,Approved
APP103977,32,Female,No,0,Graduate,No,Business Owner,14.7,1200.0,0.0,10.0,120,801.0,1,0.357,1,Urban,30500.0,5.1,4240.0,Approved
